user_id,itemid,buy_mount
1993208739,50006095,1
1027969540,50012442,1
1677434032,50012359,1
325928841,121364022,2
1880202552,121452056,1
1908983530,121364031,3
1083212351,50010545,1
1927142708,50016704,1
486513614,50011993,6
216907677,50015146,1
23319365,50010544,1
151871244,50010549,1
714417825,50010536,1
707367194,50014273,1
308086907,50008811,1
137629493,50008722,1
1802549062,50006520,11
1917034145,50008705,1
1027622151,121452056,1
115883465,50006095,1
790433698,50006966,1
357063413,203527,1
2010001102,50158020,1
86847538,50024631,1
891503973,122676024,1
1053006579,50012451,1
293592787,50012363,1
378644382,50011993,1
1012912461,50006030,1
488322635,50010566,1
1062442355,50012428,1
112083154,50156020,1
1117916711,50012359,1
58368113,50010558,1
904471547,50023532,7
369616040,50023732,1
71593888,50003700,1
1633175145,50023591,1
514406509,50006030,1
93029272,50011993,2
803116453,50013636,1
374746819,50013207,1
116150382,50010236,1
1117031029,50006602,1
585392806,50010555,1
794805656,121414042,2
87863219,50008847,3
201102256,50012474,1
2334347397,50023591,1
419554296,50024153,1
909170699,50010557,1
674562783,50006235,1
248493374,50007011,1
59724310,50009540,1
170761914,50009541,2
892860326,50016457,1
42652659,50016034,1
822791019,50013711,1
71926105,50010557,1
717297456,50008727,1
1782531766,50012437,1
74122538,50012451,1
34021678,50010555,1
650875589,50013636,1
75659492,50006602,1
361780615,50010555,1
45000942,50012364,1
402800777,50012361,1
57164830,50013176,1
2001304021,50006602,1
36520663,50006602,1
1692673864,50006908,1
1726543576,50024151,1
651048823,50013187,1
476878512,50023670,1
727041318,50023612,1
618607562,121470030,1
893820727,50024147,1
902964571,50012365,1
2121259368,50010557,1
102766393,50024842,1
108123656,50010558,1
415651471,50012451,1
62793281,50013711,1
11639180,50016706,1
192550633,50013207,1
12935181,50013636,1
50146474,50013190,1
710346642,50012365,1
1592409025,50012788,1
644758048,50023591,1
421071740,50016704,1
2071288346,50013636,1
811575010,50015579,1
150164695,50012360,1
284982075,50024842,2
833163850,50010555,1
337933879,50003700,1
1828827474,50012451,1
874621830,50012359,1
52866147,50012328,1
877551711,50012788,1
13959156,50012424,2
381738910,50012359,1
16508737,50013636,1
706290011,50023670,7
10777245,50006602,1
485825810,50016030,2
1093315143,50010545,1
197797522,50016704,1
354929951,50023636,2
717579326,50018831,1
21126725,50010542,1
849209402,50010549,1
408782402,50012451,1
33606093,50010558,1
676112387,50012442,1
206706236,50010557,8
113357955,251725,1
559351364,50023722,1
14826747,50012835,1
1122603408,50013636,1
22153460,50012564,2
2184390775,50011993,1
685131418,50013711,1
1618659210,50013711,1
290416376,50012364,1
674795288,50012359,1
163434213,50023670,1
751109889,50024439,1
42862034,50011993,1
581788279,50016704,1
844701536,50013636,1
67966573,50005987,40
73090273,50010565,1
1080875032,50013217,1
676042293,50010544,1
1118964539,50013207,1
121608198,50013636,1
409260214,50013207,1
1653278527,50016006,1
915998381,50012245,2
1046272175,50012365,1
903939018,50012451,1
833663128,50023591,1
135407828,50009542,1
115331979,50010558,1
51732090,50023531,10
868016191,50008856,1
1109717649,50010558,1
899663236,50013636,1
13205018,50014277,1
20287566,121452056,1
916718801,50010558,1
776003782,50001748,1
204430,50000820,4
2197300223,50010558,1
44676816,50014530,1
24911195,121394024,1
173789766,50012460,1
711528325,50012451,1
40616940,50013207,1
345518849,50006602,1
716580506,50016032,2
171495477,50012428,1
54983976,50024842,1
95246127,50012456,1
115230893,50010555,1
1691663528,50009540,1
258784119,50018820,1
854223500,50023591,1
226914435,211122,1
370499230,50023531,10
2072002358,50140021,1
810215254,50011993,1
1719584309,50012360,1
749940191,50010557,1
702530648,50013636,1
1742549457,50010557,1
83485653,50156020,1
15424730,50010555,1
13508571,50026460,2
1037210150,50012360,1
474610174,50024842,1
155030342,50013187,1
790093644,211122,1
112683557,50012365,1
1095238990,50010544,1
812136222,50012564,1
31927444,50023640,1
705097846,50003700,1
651719928,50012451,1
440939996,50010544,1
78598658,50013207,1
799734570,50012451,1
82277735,50006602,1
2067426839,50023591,1
1707842697,50007011,1
779580768,50006602,1
1100692570,121424027,1
628168355,50018824,1
693261482,50010536,1
23064081,50006602,1
692702485,50012451,1
1034556428,50012442,1
22299540,50010544,1
245657549,50002524,1
1038732741,50018436,1
250444324,50013636,1
113505686,50003700,1
130860170,50010566,1
90200136,50012361,1
2235237420,211122,1
72960164,50012383,1
417867275,50012548,1
869680776,50012245,1
407334155,50011993,1
161300022,50008728,1
788796699,50013636,1
761171277,50013207,1
737487648,50010555,1
12916294,50023722,1
687590316,50012378,1
1613771282,50012564,1
386339341,50013711,1
100706054,50010545,1
653663844,50012361,1
795925376,50018824,5
898172618,50016241,2
651536466,50012451,1
58648315,50016243,2
809038826,50006602,1
1750446598,50010549,1
1951169280,50023612,1
48318512,50007011,1
296820704,50013207,1
110628609,50008845,1
2296598311,50010549,1
1630115852,50010549,2
594018368,50007140,1
884945872,50012788,1
1917269304,50018831,1
1574054719,50012365,1
136006059,50010555,1
1949486542,50006094,1
1086281181,50012442,1
1089945557,50010558,1
706192998,50011993,1
2062403087,50013207,1
137140739,50016706,1
1638453325,50026473,1
494055990,50010558,1
1026203352,121404037,1
2291586753,50011993,1
402114637,50007012,1
705511407,50010544,1
37910543,50006602,1
63049302,50012366,1
1039536091,121408024,1
354193120,50006602,1
447358528,50012431,1
56736746,50008817,10
281913788,50010549,1
852508945,50012364,1
412466920,50010558,1
79876756,50158020,1
371930520,121408024,1
1577672146,121390030,1
2183342562,121450022,1
249233474,122692024,2
2318047491,50010566,1
1105199128,50006602,1
376288694,50136026,1
299819936,50010236,1
1056878705,50011993,1
1776055161,211130,1
379776260,50012451,1
73242069,50018436,1
753386063,50010566,1
1097383392,50024787,1
34537849,50023636,1
36293079,50156020,1
434640589,50002524,1
1888987343,50011993,1
12060212,50005107,1
1589723261,50023591,1
1057238851,50010558,1
1982767772,50012359,1
66009858,50009548,1
725721814,121394024,1
1656404551,50011993,1
26056331,50012361,1
672861506,50012617,1
137903257,50006097,1
655919749,50023670,1
445947325,50018436,1
265895742,50003700,1
814374197,50010558,1
778538095,50013636,1
1633838823,122616024,1
695921260,50146022,1
1758106492,50010542,1
91177545,121466023,1
696859016,50015727,1
681574207,121408024,1
57529841,50018855,3
711189837,50012364,1
56242040,50013711,1
624028666,50010558,1
35109668,50010545,1
305535641,50013636,1
203700901,50002524,1
1016329408,50014863,20
59350157,50012730,1
560661853,50018825,10
336659662,50012788,1
84427350,50013636,2
772068549,50014744,1
1860896934,50006602,1
22641933,50010566,1
682017250,50009542,1
47202341,50024149,1
398577904,50006521,14
135070497,50013636,1
692765256,50013207,1
276022203,121408024,1
2086557451,50012364,1
17844661,50009547,1
285754654,50007011,14
78458282,50010558,1
93858101,50018831,1
299334186,211122,8
1023209712,50018436,1
678377280,50011993,6
673335360,50017100,1
393836575,50012245,4
788014213,50011993,1
1646295024,50010558,1
394210763,50007011,1
474389163,50005978,1
85652801,50012788,1
861826619,50013199,1
33654836,50012363,1
1968374961,50024842,1
1738009088,50012367,2
1748122156,50010558,1
774948675,50012424,1
325085231,50017100,1
602738460,50006602,2
13110333,50012359,1
606872457,50013207,1
1886480866,50024627,1
21140789,50010544,1
136997100,50013636,1
88053387,50012431,1
17632686,50008875,1
784476304,50010538,1
1110168462,50010538,1
102538179,50010558,1
201334317,50007011,1
1867870788,50010236,1
653383611,50013207,1
24799922,50024151,1
642621524,50006040,1
1039852547,50016706,1
883165522,50010566,1
813597039,50011993,1
62843554,50015727,1
353853551,50006602,1
733541320,50015841,1
791722023,50015841,1
130574767,50010549,1
834480563,50156020,1
1729966243,50012424,1
507433737,50013636,1
50789464,50012442,1
21529978,50006602,2
17131608,121452056,1
2388887397,50023639,1
411430147,50023670,1
376876679,211122,4
394054430,121424027,1
71664651,121412034,1
445388637,50010555,1
72612488,50014271,1
91704980,50008856,1
1639849821,50013636,1
645032880,50013636,1
28431517,50011993,1
794391283,50011993,1
721059813,50003700,1
107742750,50012360,1
828473288,50012485,1
1057202563,50018831,100
1678760989,50007011,1
1352867,50010555,1
37676428,50010549,1
327212357,50024631,2
345234933,50012360,1
55748566,50004457,1
513418789,50010549,1
22473948,121452056,1
392174232,50010542,1
188084230,50012442,1
462337726,50014867,1
825902030,50010558,1
533262987,50012478,1
2050143339,50012732,1
1051976589,50013207,1
209163869,50010417,1
585063591,50014866,2
1794104853,50012364,2
12842820,50016454,1
1830121849,50023660,1
690359009,50013636,2
2046033465,50011993,1
1014567874,50012451,1
50228631,50013200,1
490386878,50006602,1
2334865687,50010558,1
1924072466,50010558,1
687376633,50010544,1
707774847,121472022,1
924569827,50003700,1
21691758,50023591,1
127081548,50010542,1
54718258,50018202,1
362414748,121448033,1
51102004,50014277,1
738023972,50023670,1
17527936,251725,1
12910787,211122,1
70169275,251725,1
579528747,50010566,1
14071273,50010555,1
788180557,50012456,15
37718778,50012365,1
386398116,50012361,1
2178765673,50023591,1
205880250,121394024,1
11536122,50024842,1
389124222,50010558,1
111841100,50023703,1
501095509,50018436,1
761741068,121540027,1
167122841,121394024,1
1064609267,50010545,1
787698544,50016704,1
924233976,211122,30
68790986,50012364,1
923688288,50024631,1
77272,50023532,1
839160637,50013636,1
52826649,50023670,1
2210950779,121424027,1
710811156,251630,1
718674715,50013636,1
659632891,50012777,1
67967412,50010558,1
691402130,50011882,1
644791989,50012364,1
873120857,50015969,2
1657989581,50018831,1
65851958,50013207,1
21797480,50156020,1
650762988,50013636,1
391885359,121394024,1
24398276,50012365,1
105191491,50007011,2
60100155,50017100,3
651927703,122642023,1
377002658,50010557,1
667280437,50250019,1
1688062857,50023670,1
1952580259,121462075,1
854075302,50006843,36
157808129,50012451,1
821539115,50012365,1
139186428,50006602,1
86742234,50016706,2
43686496,251725,1
775728223,50002524,4
202250420,50006966,1
2162407270,50010555,1
54904985,50012442,1
341377570,50014271,3
55270311,50010545,1
22028601,50018820,1
161512438,50012564,1
1088563166,50006602,2
668865988,50012363,1
54542977,50014129,1
2228991215,121466023,1
419161876,50014530,1
1027099661,50012375,1
2102141178,50008847,1
2214906233,50017100,1
1639634514,50010536,1
922803703,50010549,1
2104818212,121540027,1
797610467,50018831,3
200644180,50013192,1
16108014,50009549,1
52002942,50009547,1
1694642733,50012451,1
648354746,211122,6
746772258,50006602,5
1092555790,50006602,1
98197503,50013636,1
213171551,50006843,1
401757567,50012367,1
2049914661,50014250,1
2074471339,50012449,1
733114747,50012442,1
1913849003,50013207,2
1712440478,50012366,1
930448649,50010236,1
499630174,50010549,1
69337995,50012442,1
1686086434,50024842,1
20057369,50024154,1
847159883,50010558,1
1015545552,50013207,1
408013312,50013636,1
1852665151,50010566,1
747286065,250822,1
287228928,251725,1
327981801,50012471,1
2097681470,50007011,1
275639979,50146022,1
643584482,50013636,1
56979786,50012485,1
558832040,211122,1
1030807868,50012328,1
911845792,50010557,1
43324826,50010566,1
56067919,50012461,1
619158455,50011993,1
527209749,50013207,1
2285548342,50010544,1
95476335,50008847,1
69793532,50024842,1
190563003,50007140,1
734298904,50011993,1
780084675,50012431,1
324793379,50012461,1
166897186,50013636,1
1038697059,203319,1
396556115,50016030,12
753707393,50023591,1
22881446,50016704,1
794434679,50011993,1
1840625887,50019069,1
135906038,50012431,1
743524650,50014129,10
379502111,50013207,1
293141154,250822,1
792479946,50012359,1
256429422,50017100,1
1043547624,50010555,1
51783085,50009540,1
1641869440,50013636,1
1803339167,121478030,2
169252661,50010558,1
87993439,50010558,1
389730459,50013711,1
661865000,50006032,1
45945539,50018831,1
1738571306,50010558,1
2177546795,50013192,1
1985567263,50013636,1
13350164,50010558,1
611533377,50006246,1
838222629,50010544,1
953043854,50023591,1
388939353,121434042,1
279812923,50006100,1
823153511,50018436,1
751133334,211122,2
65642645,50010545,1
712605069,50010555,1
456711468,50013636,1
110756067,50013207,1
67199207,50013207,1
14746370,50006028,1
16329446,50012451,1
1067027790,50010549,1
899756008,50012365,1
1013537575,50010555,1
1882302294,50010558,1
1691504184,50014828,1
1543622,50012365,1
682080909,50012365,1
777319813,50010558,1
23691440,50146022,1
631100146,211122,12
2223892224,50010558,1
830686366,50006096,1
100070090,50026479,1
709512796,50013636,1
356414061,50006602,1
287098055,50026467,1
866741278,50156020,1
87659835,50023732,1
52104899,50018831,3
1063938207,50003700,1
930552328,50023670,1
185634322,50156020,1
711451309,50010558,1
58679588,50006602,4
179196066,50010555,3
78771309,50012788,1
820289533,50010545,1
1124072449,211122,1
2124376730,50010548,1
605681096,50010544,1
138559438,251725,1
1020993676,50012359,1
49260843,50012366,1
801667193,50006041,1
743607751,50008707,1
821740956,50013207,1
107749734,50010558,1
202080478,50156020,1
905353592,50003700,1
908837856,50012777,1
770091612,50018831,1
346205837,50012424,1
570894481,50013636,1
324626005,50012451,1
857223005,50010555,1
53853561,50008721,1
510384564,50006097,1
275147266,201826,1
756940230,50023591,1
1074272118,50018831,2
1838900192,50011993,1
82854219,50006843,2
324553521,50023591,1
653455819,50018831,1
819821456,50006028,1
2016006360,50010544,1
728061976,50010558,1
240820880,121450022,2
637486027,50012788,1
519507918,50013636,1
1955207107,50006602,1
20063508,50012359,1
61169035,50007012,1
2111550196,50013636,1
1663146468,50012363,1
930758863,50010566,1
133699170,50228021,1
377037289,50003700,1
806368175,50011993,1
441703816,50016706,1
1864263370,50016010,1
274112107,50006602,1
188799366,50012451,1
910307776,50011993,1
1841262445,50012359,1
571554190,50013636,3
98553923,50003700,1
1092690151,50013636,1
672430257,50012366,1
354828427,50010558,1
765415119,50012361,1
873333282,50007011,1
1838105750,50010558,1
52626176,50013636,1
1905541091,50010549,1
2324191264,50010558,1
2317663386,50012431,1
173079713,50018831,1
74338218,50012451,1
411732169,50012451,1
731309262,50009542,1
1028874349,50011993,1
650772983,50008707,1
299841847,50010558,1
51587524,50010558,1
143711765,50023663,1
672147320,50026457,1
898132222,50013207,1
370801895,50012476,1
1920549382,50012431,1
658615963,50012359,1
43142790,50007011,1
98717083,211122,2
660537093,50016704,1
430217357,50012475,1
274099870,50012564,1
144215675,50012451,1
678322066,50006028,1
77933471,121478030,1
656112448,50013636,1
72873330,50013207,1
527376967,50016241,2
895104047,50014865,1
559252749,121394024,1
2189918570,50006094,1
861211528,50016006,1
1130926635,50023722,1
691656750,50013636,1
198813819,50012359,1
552366118,50006843,1
113454090,50012456,1
738089475,50010558,1
1809537654,50010558,2
544144160,50012378,1
1678403837,50012359,1
51150884,50007011,1
1678981848,50012451,1
2047037292,50005953,1
1670357652,50010555,1
2102474693,50008177,1
65433677,50012359,1
2024888233,50012365,1
1945590674,50011993,1500
194342117,50010566,1
295880449,50023638,1
1069588336,50012424,1
786959526,50005979,1
2037124545,50010555,1
1815064900,50010549,1
78170324,50014271,1
180396741,50018831,1
843699760,50003700,1
76931635,50012359,1
1630723811,50012359,1
65717919,50013207,1
352161124,50012451,1
187000969,50023661,1
31446056,50018831,1
1059515630,50011993,1
109351271,50013636,2
75812987,50006843,2
815894735,50013207,2
24543853,50012451,1
72817932,50010544,1
524710302,50018615,5
646862525,50017100,1
409058452,50016471,1
109642448,50011993,1
86552360,50006602,1
385532707,121364031,1
1853349378,50003700,1
740644779,50010557,1
258583210,50013711,1
421330304,50013636,1
488676578,50010558,1
219585012,50010557,1
105871298,50006520,7
77273704,121364022,1
786069914,50013636,1
365745875,50006602,2
752118864,50012378,1
534653442,50010557,1
1131004466,50013207,1
802106354,50018830,1
555469112,50012788,1
905857084,50006042,1
631427167,50012364,1
1074423598,50011993,1
311928961,50012424,1
123946660,50008847,1
108230138,50023636,1
689863904,50012363,1
371378595,50013207,1
387737180,50023591,1
1642838487,50012361,1
1744798113,50012424,1
36515334,50007011,1
377434743,50010545,1
722788867,50010558,1
658591278,50012365,1
133534162,50016454,1
424964507,211122,12
644713340,50024842,1
23968519,50012451,1
369664409,50012475,1
300013737,50003700,1
27469431,50010558,1
59067500,251630,1
322817756,50011993,1
127960787,50023532,1
1113900797,50012442,1
67675347,50009547,1
857470003,50007011,1
737425591,50009540,1
2217988655,121406040,1
710502988,50002524,1
2095810992,50006602,10
800641688,50010537,1
815191922,50013636,1
1906365343,50013207,1
74742156,50010549,1
56868544,50011993,1
1975228278,50013636,1
13624204,50006843,1
869523129,50018435,2
97352068,50012361,1
60419305,50006520,4
826037098,50014277,1
202185826,211122,1
1638642810,50014129,2
1659229154,50026456,1
76393174,50012364,1
116341074,50013636,1
286307391,50004457,1
433205830,50012451,1
192018942,50010545,1
1716680283,50012364,1
1953430332,50012365,1
2291439895,50010558,1
73726617,50023670,1
51853535,50006843,1
698270386,50012456,1
58420518,50006602,3
896915053,50013636,1
663315885,50024842,1
130544863,50023632,1
22766233,50006602,2
283250293,50006602,1
23984552,50023722,1
743851656,50013636,1
73028920,50012462,1
48450355,50011882,6
74917979,50008875,1
874796150,50006095,1
153804140,50016704,1
854921439,50008177,1
14905422,50234023,1
1866672406,50006822,1
190007832,50012437,1
275582630,50023638,1
523077087,50018831,1
498094301,50023640,1
1761569700,50010236,1
502758304,50011993,1
737488749,50014864,1
2048509728,50012363,1
2216143381,121454026,2
45588512,50008875,1
862367035,50012365,1
2316240801,50012328,1
167388466,121394024,1
921816747,50010555,1
1781282302,50010557,1
87506321,50006602,1
410823343,50009541,1
1072443079,50018436,1
682345929,50018824,1
705780117,50012451,1
25600304,50026494,3
466535572,50012451,1
378339189,50013207,1
116863577,50010542,1
295755879,50010542,1
1952870345,50006602,1
306533275,50013636,1
1962778788,50000820,1
211057395,50010557,1
92172351,50016387,1
294639907,50006602,1
1101561580,50016063,3
135547218,50010545,1
1932899738,121454026,2
752678700,50003700,1
17469567,121404037,1
1610758481,50010555,1
1841099399,50016010,1
2219613588,50012363,1
1112285607,121450022,1
267193006,50012360,1
655804395,50016704,2
61114481,50018412,1
599465983,50011882,2
171562784,50018831,2
728015225,50006235,1
1646037012,50023598,1
225308167,50012328,1
827679010,50016010,1
785347572,50019069,1
480063942,50013207,1
120448566,50012375,1
1947815399,50017100,1
2054774728,50010558,1
289924165,50012451,1
1048045747,50012361,1
317177454,50008722,1
56859185,50013636,1
573822792,50010236,1
26319441,50013636,1
826835722,50013207,1
84592824,50009547,1
160688669,50007012,1
676970747,50013636,1
87808457,50010557,1
128929068,50012475,1
1751715226,211122,4
14067299,50010557,1
404615319,50012451,1
183176201,50010549,1
395695268,50016010,5
47213722,50013187,1
1666258072,50013711,1
58389381,50012442,1
73498367,50013636,1
323436746,50012451,1
713493145,50007011,1
854660764,251725,1
289809620,50023670,1
51101146,50013636,1
718605676,50012363,1
358177341,50007013,1
445592914,121398035,1
413239150,50023792,1
2327939385,121394024,1
520620061,50014277,1
752585049,50007011,1
458001387,50012564,12
133629410,50013636,1
99902219,50009542,1
11306604,50013192,1
137751356,50014129,1
